6804.38,1547.0
6804.128829494569,1547.0042998617078
6803.877660499638,1547.0341363066873
6803.626493008753,1547.114323804031
6803.375327015335,1547.2688890619063
6803.124162512696,1547.5210710275594
6802.872999494035,1547.8933208873107
6802.621837952427,1548.4073020665578
6802.37067788084,1549.0838902297755
6802.11951927212,1549.9431732805135
6801.868362119006,1551.0044513614
6801.61720641411,1552.2862368541378
6801.366052149942,1553.8062543795074
6801.114899318885,1555.5814407973653
6800.863747913209,1557.6279452066433
6800.612597925078,1559.9611289453517
6800.361449346527,1562.595565590575
6800.110302169486,1565.5450409584776
6799.859156385762,1568.822553104296
6799.608011987055,1572.4403123223465
6799.356868964942,1576.409741146021
6799.105727310884,1580.7414743477855
6798.854587016236,1585.445358939186
6798.6034480722265,1590.5304541708433
6798.352310469978,1596.0050315324545
6798.101174200489,1601.8765747527932
6797.850039254655,1608.15177979971
6797.59890562324,1614.8365548801312
6797.3477732968995,1621.93602044006
6797.09664226618,1629.4545091645757
6796.845512521507,1637.3955659778353
6796.594384053188,1645.7619480430699
6796.343256851418,1654.5556247625884
6796.09213090628,1663.7777777777778
6795.841006207737,1673.4288009690986
6795.589882745635,1683.5083004560886
6795.338760509709,1694.0150945973633
6795.087639489579,1704.9472139906145
6794.836519674743,1716.3019014726078
6794.58540105459,1728.075612119188
6794.334283618397,1740.2640132452766
6794.083167355317,1752.8619844048699
6793.8320522543845,1765.8636173910404
6793.580938304533,1779.2622162359387
6793.329825494574,1793.0502972107913
6793.078713813193,1807.2195888259
6792.827603248976,1821.7610318306442
6792.5764937903905,1836.6647792134802
6792.325385425776,1851.9201962019395
6792.07427814337,1867.5158602626298
6791.823171931293,1883.4395611012378
6791.572066777545,1899.678300662523
6791.320962670011,1916.2182931303244
6791.069859596465,1933.0449649275556
6790.818757544562,1950.1429547162081
6790.567656501845,1967.4961133973482
6790.316556455736,1985.0875041111199
6790.065457393547,2002.8994022367426
6789.814359302472,2020.9132953925136
6789.563262169591,2039.1098834358058
6789.312165981867,2057.469078463068
6789.0610707261485,2075.9700048098266
6788.809976389168,2094.590999050683
6788.5588829575445,2113.309609999317
6788.307790417777,2132.102598708483
6788.056698756256,2150.945938470013
6787.805607959252,2169.814814814815
6787.5545180129175,2188.683625512873
6787.3034289032985,2207.5259805732485
6787.052340616316,2226.3147022440785
6786.801253137781,2245.0218250125777
6786.550166453389,2263.618595605035
6786.299080548716,2282.075472986818
6786.047995409228,2300.3621283623697
6785.796911020275,2318.4474451752094
6785.545827367086,2336.299519107934
6785.294744434779,2353.885658082215
6785.043662208358,2371.1723822588024
6784.792580672705,2388.12542403752
6784.541499812598,2404.7097280572716
6784.290419612687,2420.8894511960343
6784.039340057516,2436.627962570863
6783.788261131507,2451.887843537889
6783.537182818973,2466.6308876923194
6783.286105104104,2480.818100868439
6783.03502797098,2494.4097011396084
6782.783951403566,2507.365118818264
6782.53287538571,2519.6429964559193
6782.281799901142,2531.2011888431643
6782.030724933482,2541.9967630096653
6781.779650466229,2551.985998224165
6781.528576482773,2561.124385994483
6781.277502966381,2569.366630067514
6781.02642990021,2576.666646429231
6780.775357267301,2582.977563304682
6780.5242850505765,2588.2517211579925
6780.273213232849,2592.4406726923635
6780.0221417968105,2595.4951828500725
6779.77107072504,2597.365228812474
6779.52,2598.0
6779.52,2598.0
6779.630104165991,2598.00031502317
6779.740208267449,2598.0025009473015
6779.850312304193,2598.008375768707
6779.960416276035,2598.019699769521
6780.070520182803,2598.0381755177186
6780.180624024333,2598.065447867101
6780.290727800461,2598.103103957302
6780.400831511045,2598.15267321379
6780.510935155935,2598.2156273478586
6780.621038735006,2598.29338035664
6780.731142248124,2598.387288523091
6780.84124569518,2598.498650416006
6780.951349076059,2598.6287068900074
6781.0614523906615,2598.7786410855488
6781.1715556388945,2598.949578428918
